SaleOrder Key,CustomerKey,Date,Sales Amount
SO64963,17220,1/27/2020,2294.99
SO64963,17220,1/27/2020,35.00
SO64963,17220,1/27/2020,2.29
SO64963,17220,1/27/2020,7.95
SO64964,11689,1/27/2020,53.99
SO64965,29272,1/27/2020,3.99
SO64965,29272,1/27/2020,34.99
SO64966,29273,1/27/2020,3.99
SO64966,29273,1/27/2020,24.49
SO64966,29273,1/27/2020,34.99
SO64967,28280,1/27/2020,4.99
SO64968,26779,1/27/2020,3.99
SO64968,26779,1/27/2020,21.49
SO64969,26459,1/27/2020,4.99
SO64969,26459,1/27/2020,24.99
SO64969,26459,1/27/2020,34.99
SO64970,26448,1/27/2020,21.49
SO64971,26519,1/27/2020,24.99
SO64971,26519,1/27/2020,4.99
SO64972,11833,1/27/2020,32.60
SO64972,11833,1/27/2020,3.99
SO64972,11833,1/27/2020,49.99
SO64973,12928,1/27/2020,4.99
SO64973,12928,1/27/2020,29.99
SO64973,12928,1/27/2020,8.99
SO64974,21718,1/27/2020,4.99
SO64974,21718,1/27/2020,9.99
SO64974,21718,1/27/2020,7.95
SO64975,15874,1/27/2020,4.99
SO64975,15874,1/27/2020,29.99
SO64975,15874,1/27/2020,34.99
SO64976,21578,1/27/2020,9.99
SO64976,21578,1/27/2020,4.99
SO64976,21578,1/27/2020,2.29
SO64977,19806,1/27/2020,69.99
SO64977,19806,1/27/2020,49.99
SO64978,15943,1/27/2020,69.99
SO64978,15943,1/27/2020,49.99
SO64978,15943,1/27/2020,8.99
SO64979,22882,1/27/2020,4.99
SO64979,22882,1/27/2020,21.98
SO64979,22882,1/27/2020,49.99
SO64979,22882,1/27/2020,24.49
SO64980,15415,1/27/2020,4.99
SO64980,15415,1/27/2020,34.99
SO64980,15415,1/27/2020,49.99
SO64981,23553,1/27/2020,4.99
SO64982,17658,1/27/2020,4.99
SO64982,17658,1/27/2020,2.29
SO64983,22141,1/27/2020,4.99
SO64983,22141,1/27/2020,2.29
SO64983,22141,1/27/2020,159.00
SO64984,14476,1/27/2020,4.99
SO64984,14476,1/27/2020,2.29
SO64985,14004,1/27/2020,21.98
SO64985,14004,1/27/2020,34.99
SO64986,16357,1/27/2020,4.99
SO64987,14817,1/27/2020,24.99
SO64987,14817,1/27/2020,3.99
SO64987,14817,1/27/2020,34.99
SO64988,17883,1/27/2020,29.99
SO64988,17883,1/27/2020,4.99
SO64988,17883,1/27/2020,34.99
SO64988,17883,1/27/2020,8.99
SO64989,23985,1/27/2020,4.99
SO64989,23985,1/27/2020,34.99
SO64990,18029,1/27/2020,24.99
SO64990,18029,1/27/2020,3.99
SO64990,18029,1/27/2020,53.99
SO64991,27935,1/27/2020,3.99
SO64991,27935,1/27/2020,24.99
SO64991,27935,1/27/2020,34.99
SO64991,27935,1/27/2020,49.99
SO64992,19483,1/27/2020,28.99
SO64992,19483,1/27/2020,4.99
SO64993,28738,1/27/2020,21.49
SO64993,28738,1/27/2020,3.99
SO64993,28738,1/27/2020,34.99
SO64994,11170,1/27/2020,35.00
SO64994,11170,1/27/2020,21.98
SO64994,11170,1/27/2020,2.29
SO64995,16243,1/27/2020,21.98
SO64996,14765,1/27/2020,35.00
SO64996,14765,1/27/2020,4.99
SO64996,14765,1/27/2020,34.99
SO64997,12794,1/27/2020,21.98
SO64998,15517,1/27/2020,2294.99
SO64998,15517,1/27/2020,35.00
SO64999,15484,1/27/2020,2319.99
SO64999,15484,1/27/2020,21.98
SO64999,15484,1/27/2020,54.99
SO65000,16678,1/27/2020,2294.99
SO65000,16678,1/27/2020,35.00
SO65000,16678,1/27/2020,4.99
SO65000,16678,1/27/2020,34.99
SO65000,16678,1/27/2020,49.99
SO65001,12774,1/27/2020,2294.99
SO65001,12774,1/27/2020,9.99
SO65001,12774,1/27/2020,4.99
SO65001,12774,1/27/2020,54.99
SO65002,15396,1/27/2020,2294.99
SO65002,15396,1/27/2020,9.99
SO65002,15396,1/27/2020,4.99
SO65002,15396,1/27/2020,54.99
SO65003,15399,1/27/2020,2319.99
SO65003,15399,1/27/2020,35.00
SO65003,15399,1/27/2020,2.29
SO65003,15399,1/27/2020,7.95
SO65004,15062,1/27/2020,742.35
SO65004,15062,1/27/2020,8.99
SO65005,15038,1/27/2020,1700.99
SO65006,23649,1/27/2020,1700.99
SO65006,23649,1/27/2020,8.99
SO65006,23649,1/27/2020,53.99
SO65007,25294,1/27/2020,1120.49
SO65007,25294,1/27/2020,53.99
SO65007,25294,1/27/2020,8.99
SO65008,17736,1/27/2020,1120.49
SO65008,17736,1/27/2020,34.99
SO65008,17736,1/27/2020,8.99
SO65009,20624,1/27/2020,2443.35
SO65010,14033,1/27/2020,2294.99
SO65011,29236,1/27/2020,8.99
SO65011,29236,1/27/2020,742.35
SO65012,26116,1/27/2020,2384.07
SO65012,26116,1/27/2020,34.99
SO65013,26293,1/27/2020,2384.07
SO65013,26293,1/27/2020,8.99
SO65013,26293,1/27/2020,4.99
SO65013,26293,1/27/2020,7.95
SO65014,23328,1/27/2020,2384.07
SO65014,23328,1/27/2020,28.99
SO65014,23328,1/27/2020,4.99
SO65014,23328,1/27/2020,24.49
SO65015,22268,1/27/2020,2384.07
SO65015,22268,1/27/2020,8.99
SO65015,22268,1/27/2020,4.99
SO65015,22268,1/27/2020,54.99
SO65016,22994,1/27/2020,539.99
SO65017,17148,1/27/2020,1700.99
SO65017,17148,1/27/2020,49.99
SO65017,17148,1/27/2020,24.49
SO65018,26929,1/27/2020,539.99
SO65018,26929,1/27/2020,8.99
SO65018,26929,1/27/2020,4.99
SO65018,26929,1/27/2020,34.99
SO65019,22593,1/27/2020,539.99
SO65019,22593,1/27/2020,8.99
SO65019,22593,1/27/2020,4.99
SO65020,14225,1/27/2020,1214.85
SO65020,14225,1/27/2020,34.99
SO65021,12499,1/28/2020,2294.99
SO65021,12499,1/28/2020,34.99
SO65022,11121,1/28/2020,24.99
SO65022,11121,1/28/2020,2.29
SO65022,11121,1/28/2020,7.95
SO65023,17296,1/28/2020,3.99
SO65023,17296,1/28/2020,24.99
SO65023,17296,1/28/2020,34.99
SO65024,15235,1/28/2020,24.99
SO65024,15235,1/28/2020,3.99
SO65024,15235,1/28/2020,34.99
SO65024,15235,1/28/2020,53.99
SO65025,19103,1/28/2020,21.98
SO65026,21184,1/28/2020,4.99
SO65026,21184,1/28/2020,35.00
SO65026,21184,1/28/2020,34.99
SO65027,25809,1/28/2020,21.49
SO65028,14069,1/28/2020,49.99
SO65029,18298,1/28/2020,2.29
SO65030,18704,1/28/2020,2.29
SO65031,15064,1/28/2020,539.99
SO65031,15064,1/28/2020,8.99
SO65032,16196,1/28/2020,2319.99
SO65032,16196,1/28/2020,21.98
SO65033,15627,1/28/2020,2319.99
SO65033,15627,1/28/2020,8.99
SO65033,15627,1/28/2020,34.99
SO65034,16587,1/28/2020,2319.99
SO65034,16587,1/28/2020,35.00
SO65034,16587,1/28/2020,34.99
SO65034,16587,1/28/2020,8.99
SO65035,11744,1/28/2020,34.99
SO65036,11627,1/28/2020,2.29
SO65036,11627,1/28/2020,7.95
SO65037,28227,1/28/2020,21.49
SO65037,28227,1/28/2020,3.99
SO65037,28227,1/28/2020,34.99
SO65038,11200,1/28/2020,28.99
SO65038,11200,1/28/2020,4.99
SO65038,11200,1/28/2020,34.99
SO65039,25914,1/28/2020,24.99
SO65039,25914,1/28/2020,4.99
SO65039,25914,1/28/2020,7.95
SO65040,25841,1/28/2020,24.99
SO65040,25841,1/28/2020,4.99
SO65040,25841,1/28/2020,34.99
SO65041,22083,1/28/2020,29.99
SO65041,22083,1/28/2020,4.99
SO65041,22083,1/28/2020,120.00
SO65042,14084,1/28/2020,9.99
SO65042,14084,1/28/2020,4.99
SO65043,28341,1/28/2020,69.99
SO65043,28341,1/28/2020,8.99
SO65043,28341,1/28/2020,49.99
SO65044,15386,1/28/2020,4.99
SO65045,19751,1/28/2020,4.99
SO65046,13881,1/28/2020,21.98
SO65046,13881,1/28/2020,49.99
SO65047,17219,1/28/2020,35.00
SO65048,20809,1/28/2020,29.99
SO65048,20809,1/28/2020,2.29
SO65049,19900,1/28/2020,24.99
SO65049,19900,1/28/2020,2.29
SO65050,17931,1/28/2020,29.99
SO65051,22589,1/28/2020,4.99
SO65052,22622,1/28/2020,4.99
SO65052,22622,1/28/2020,53.99
SO65053,21839,1/28/2020,3.99
SO65053,21839,1/28/2020,63.50
SO65053,21839,1/28/2020,24.99
SO65054,20585,1/28/2020,4.99
SO65054,20585,1/28/2020,24.99
SO65054,20585,1/28/2020,2.29
SO65055,14862,1/28/2020,29.99
SO65055,14862,1/28/2020,2.29
SO65056,22499,1/28/2020,21.49
SO65056,22499,1/28/2020,2.29
SO65057,25518,1/28/2020,4.99
SO65057,25518,1/28/2020,34.99
SO65058,12964,1/28/2020,35.00
SO65059,11373,1/28/2020,8.99
SO65059,11373,1/28/2020,4.99
SO65059,11373,1/28/2020,24.49
SO65060,14652,1/28/2020,769.49
SO65060,14652,1/28/2020,34.99
SO65060,14652,1/28/2020,24.49
SO65061,18943,1/28/2020,769.49
SO65061,18943,1/28/2020,69.99
SO65061,18943,1/28/2020,63.50
SO65062,19812,1/28/2020,539.99
SO65062,19812,1/28/2020,9.99
SO65062,19812,1/28/2020,4.99
SO65062,19812,1/28/2020,34.99
SO65063,15499,1/28/2020,2319.99
SO65063,15499,1/28/2020,120.00
SO65064,15193,1/28/2020,2319.99
SO65064,15193,1/28/2020,35.00
SO65064,15193,1/28/2020,21.98
SO65064,15193,1/28/2020,4.99
SO65064,15193,1/28/2020,9.99
SO65064,15193,1/28/2020,34.99
SO65065,15394,1/28/2020,2294.99
SO65065,15394,1/28/2020,21.98
SO65065,15394,1/28/2020,34.99
SO65066,14427,1/28/2020,2384.07
SO65066,14427,1/28/2020,8.99
SO65066,14427,1/28/2020,4.99
SO65067,21202,1/28/2020,2443.35
SO65067,21202,1/28/2020,7.95
SO65068,21203,1/28/2020,2443.35
SO65068,21203,1/28/2020,8.99
SO65069,18268,1/28/2020,2443.35
SO65069,18268,1/28/2020,32.60
SO65069,18268,1/28/2020,3.99
SO65069,18268,1/28/2020,34.99
SO65069,18268,1/28/2020,8.99
SO65070,14219,1/28/2020,2319.99
SO65070,14219,1/28/2020,4.99
SO65070,14219,1/28/2020,35.00
SO65070,14219,1/28/2020,34.99
SO65070,14219,1/28/2020,53.99
SO65070,14219,1/28/2020,8.99
SO65071,13964,1/28/2020,2319.99
SO65071,13964,1/28/2020,21.98
SO65072,26083,1/28/2020,2384.07
SO65072,26083,1/28/2020,34.99
SO65073,24688,1/28/2020,2384.07
SO65073,24688,1/28/2020,8.99
SO65074,24761,1/28/2020,2384.07
SO65074,24761,1/28/2020,34.99
SO65075,26320,1/28/2020,2384.07
SO65075,26320,1/28/2020,8.99
SO65076,23135,1/28/2020,539.99
SO65076,23135,1/28/2020,4.99
SO65076,23135,1/28/2020,8.99
SO65077,20685,1/28/2020,1120.49
SO65077,20685,1/28/2020,34.99
SO65078,20693,1/28/2020,1120.49
SO65078,20693,1/28/2020,34.99
SO65079,20701,1/28/2020,1120.49
SO65079,20701,1/28/2020,34.99
SO65080,17666,1/28/2020,1700.99
SO65080,17666,1/28/2020,34.99
SO65081,20846,1/28/2020,1120.49
SO65081,20846,1/28/2020,53.99
SO65082,27928,1/28/2020,1120.49
SO65083,24104,1/28/2020,1120.49
SO65083,24104,1/28/2020,34.99
SO65084,23961,1/28/2020,539.99
SO65084,23961,1/28/2020,21.49
SO65084,23961,1/28/2020,3.99
SO65084,23961,1/28/2020,120.00
SO65085,22603,1/28/2020,539.99
SO65085,22603,1/28/2020,21.49
SO65086,27781,1/28/2020,539.99
SO65086,27781,1/28/2020,34.99
SO65087,11986,1/28/2020,2384.07
SO65087,11986,1/28/2020,4.99
SO65087,11986,1/28/2020,8.99
SO65087,11986,1/28/2020,54.99
SO65088,29090,1/28/2020,742.35
SO65088,29090,1/28/2020,28.99
SO65088,29090,1/28/2020,4.99
SO65088,29090,1/28/2020,2.29
SO65091,14221,1/29/2020,24.99
SO65091,14221,1/29/2020,4.99
SO65091,14221,1/29/2020,2.29
SO65092,26034,1/29/2020,21.49
SO65093,23087,1/29/2020,4.99
SO65093,23087,1/29/2020,34.99
SO65094,18712,1/29/2020,2.29
SO65095,24208,1/29/2020,1700.99
SO65095,24208,1/29/2020,8.99
SO65096,13551,1/29/2020,2294.99
SO65096,13551,1/29/2020,54.99
SO65097,13691,1/29/2020,2319.99
SO65097,13691,1/29/2020,9.99
SO65097,13691,1/29/2020,4.99
SO65097,13691,1/29/2020,63.50
SO65098,13687,1/29/2020,2294.99
SO65099,11838,1/29/2020,34.99
SO65099,11838,1/29/2020,49.99
SO65100,11648,1/29/2020,53.99
SO65101,11190,1/29/2020,3.99
SO65101,11190,1/29/2020,2.29
SO65102,11505,1/29/2020,3.99
SO65102,11505,1/29/2020,49.99
SO65103,11632,1/29/2020,3.99
SO65103,11632,1/29/2020,159.00
SO65104,11283,1/29/2020,2.29
SO65105,27505,1/29/2020,3.99
SO65105,27505,1/29/2020,21.49
SO65106,26471,1/29/2020,24.99
SO65107,25933,1/29/2020,24.49
SO65107,25933,1/29/2020,24.99
SO65108,24511,1/29/2020,32.60
SO65108,24511,1/29/2020,3.99
SO65109,11769,1/29/2020,29.99
SO65109,11769,1/29/2020,4.99
SO65109,11769,1/29/2020,34.99
SO65109,11769,1/29/2020,24.49
SO65110,23025,1/29/2020,29.99
SO65111,20643,1/29/2020,4.99
SO65111,20643,1/29/2020,9.99
SO65112,19020,1/29/2020,69.99
SO65112,19020,1/29/2020,53.99
SO65113,16856,1/29/2020,8.99
SO65113,16856,1/29/2020,4.99
SO65114,16064,1/29/2020,4.99
SO65114,16064,1/29/2020,2.29
SO65115,13835,1/29/2020,21.98
SO65115,13835,1/29/2020,9.99
SO65115,13835,1/29/2020,4.99
SO65116,15608,1/29/2020,4.99
SO65116,15608,1/29/2020,34.99
SO65117,20593,1/29/2020,3.99
SO65117,20593,1/29/2020,24.99
SO65117,20593,1/29/2020,2.29
SO65118,18636,1/29/2020,3.99
SO65118,18636,1/29/2020,54.99
SO65119,27337,1/29/2020,3.99
SO65119,27337,1/29/2020,7.95
SO65120,26408,1/29/2020,3.99
SO65120,26408,1/29/2020,34.99
SO65121,22815,1/29/2020,3.99
SO65121,22815,1/29/2020,8.99
SO65122,26871,1/29/2020,28.99
SO65122,26871,1/29/2020,4.99
SO65122,26871,1/29/2020,54.99
SO65123,23236,1/29/2020,4.99
SO65123,23236,1/29/2020,2.29
SO65124,11182,1/29/2020,4.99
SO65124,11182,1/29/2020,35.00
SO65124,11182,1/29/2020,2.29
SO65125,11524,1/29/2020,4.99
SO65125,11524,1/29/2020,35.00
SO65126,12528,1/29/2020,21.98
SO65126,12528,1/29/2020,49.99
SO65127,12138,1/29/2020,4.99
SO65127,12138,1/29/2020,35.00
SO65127,12138,1/29/2020,21.98
SO65127,12138,1/29/2020,49.99
SO65128,13582,1/29/2020,8.99
SO65129,12465,1/29/2020,49.99
SO65130,11544,1/29/2020,34.99
SO65130,11544,1/29/2020,53.99
SO65131,19780,1/29/2020,564.99
SO65131,19780,1/29/2020,4.99
SO65131,19780,1/29/2020,9.99
SO65131,19780,1/29/2020,34.99
SO65132,15303,1/29/2020,2294.99
SO65133,16011,1/29/2020,2319.99
SO65133,16011,1/29/2020,54.99
SO65133,16011,1/29/2020,7.95
SO65133,16011,1/29/2020,24.49
SO65134,28513,1/29/2020,742.35
SO65134,28513,1/29/2020,28.99
SO65134,28513,1/29/2020,4.99
SO65134,28513,1/29/2020,34.99
SO65135,11351,1/29/2020,2384.07
SO65135,11351,1/29/2020,8.99
SO65135,11351,1/29/2020,4.99
SO65136,28697,1/29/2020,2384.07
SO65136,28697,1/29/2020,8.99
SO65136,28697,1/29/2020,4.99
SO65136,28697,1/29/2020,53.99
SO65137,25600,1/29/2020,1214.85
SO65137,25600,1/29/2020,53.99
SO65138,20429,1/29/2020,1700.99
SO65138,20429,1/29/2020,34.99
SO65138,20429,1/29/2020,63.50
SO65139,20284,1/29/2020,1700.99
SO65139,20284,1/29/2020,8.99
SO65139,20284,1/29/2020,4.99
SO65139,20284,1/29/2020,34.99
SO65140,25250,1/29/2020,1120.49
SO65140,25250,1/29/2020,3.99
SO65140,25250,1/29/2020,24.99
SO65140,25250,1/29/2020,34.99
SO65141,25271,1/29/2020,1120.49
SO65141,25271,1/29/2020,34.99
SO65142,21167,1/29/2020,2443.35
SO65142,21167,1/29/2020,32.60
SO65143,11998,1/29/2020,2294.99
SO65143,11998,1/29/2020,35.00
SO65143,11998,1/29/2020,4.99
SO65143,11998,1/29/2020,2.29
SO65144,14210,1/29/2020,2319.99
SO65144,14210,1/29/2020,9.99
SO65144,14210,1/29/2020,4.99
SO65145,26511,1/29/2020,8.99
SO65145,26511,1/29/2020,2384.07
SO65146,26338,1/29/2020,2384.07
SO65146,26338,1/29/2020,34.99
SO65147,26326,1/29/2020,2384.07
SO65147,26326,1/29/2020,8.99
SO65148,20706,1/29/2020,1700.99
SO65148,20706,1/29/2020,49.99
SO65148,20706,1/29/2020,8.99
SO65149,18134,1/29/2020,2384.07
SO65149,18134,1/29/2020,8.99
SO65150,11360,1/29/2020,769.49
SO65150,11360,1/29/2020,8.99
SO65150,11360,1/29/2020,69.99
SO65324,25658,1/30/2020,1700.99
SO65324,25658,1/30/2020,34.99
SO65325,24709,1/30/2020,1700.99
SO65325,24709,1/30/2020,34.99
SO65326,22452,1/30/2020,1700.99
SO65326,22452,1/30/2020,34.99
SO65327,22427,1/30/2020,1700.99
SO65328,22502,1/30/2020,1700.99
SO65328,22502,1/30/2020,34.99
SO65329,17225,1/30/2020,2319.99
SO65329,17225,1/30/2020,2.29
SO65330,12548,1/30/2020,2294.99
SO65330,12548,1/30/2020,9.99
SO65330,12548,1/30/2020,4.99
SO65330,12548,1/30/2020,8.99
SO65331,23563,1/30/2020,21.98
SO65331,23563,1/30/2020,34.99
SO65332,24473,1/30/2020,8.99
SO65332,24473,1/30/2020,4.99
SO65333,22002,1/30/2020,8.99
SO65333,22002,1/30/2020,69.99
SO65334,29320,1/30/2020,9.99
SO65334,29320,1/30/2020,4.99
SO65334,29320,1/30/2020,8.99
SO65335,13628,1/30/2020,120.00
SO65336,16674,1/30/2020,32.60
SO65336,16674,1/30/2020,3.99
SO65336,16674,1/30/2020,2.29
SO65337,18160,1/30/2020,2294.99
SO65337,18160,1/30/2020,9.99
SO65337,18160,1/30/2020,34.99
SO65338,22647,1/30/2020,2443.35
SO65338,22647,1/30/2020,120.00
SO65339,22504,1/30/2020,1700.99
SO65339,22504,1/30/2020,34.99
SO65340,27039,1/30/2020,4.99
SO65341,16213,1/30/2020,32.60
SO65342,13707,1/30/2020,28.99
SO65342,13707,1/30/2020,4.99
SO65343,27457,1/30/2020,4.99
SO65343,27457,1/30/2020,28.99
SO65343,27457,1/30/2020,24.49
SO65344,15402,1/30/2020,32.60
SO65344,15402,1/30/2020,8.99
SO65345,26244,1/30/2020,24.99
SO65345,26244,1/30/2020,24.49
SO65346,24416,1/30/2020,32.60
SO65346,24416,1/30/2020,3.99
SO65346,24416,1/30/2020,34.99
SO65346,24416,1/30/2020,24.49
SO65347,24642,1/30/2020,32.60
SO65347,24642,1/30/2020,3.99
SO65347,24642,1/30/2020,2.29
SO65348,15008,1/30/2020,9.99
SO65348,15008,1/30/2020,4.99
SO65348,15008,1/30/2020,8.99
SO65349,21786,1/30/2020,9.99
SO65349,21786,1/30/2020,4.99
SO65349,21786,1/30/2020,54.99
SO65349,21786,1/30/2020,49.99
SO65350,18402,1/30/2020,4.99
SO65351,13491,1/30/2020,4.99
SO65351,13491,1/30/2020,34.99
SO65352,18087,1/30/2020,8.99
SO65352,18087,1/30/2020,4.99
SO65353,19656,1/30/2020,8.99
SO65353,19656,1/30/2020,4.99
SO65354,16217,1/30/2020,4.99
SO65354,16217,1/30/2020,120.00
SO65355,22026,1/30/2020,4.99
SO65355,22026,1/30/2020,34.99
SO65356,19757,1/30/2020,4.99
SO65357,13740,1/30/2020,21.98
SO65357,13740,1/30/2020,34.99
SO65358,18756,1/30/2020,63.50
SO65358,18756,1/30/2020,21.98
SO65359,12744,1/30/2020,21.98
SO65359,12744,1/30/2020,49.99
SO65360,19249,1/30/2020,24.99
SO65360,19249,1/30/2020,3.99
SO65360,19249,1/30/2020,34.99
SO65361,16439,1/30/2020,24.99
SO65362,25755,1/30/2020,3.99
SO65362,25755,1/30/2020,2.29
SO65363,12601,1/30/2020,28.99
SO65363,12601,1/30/2020,4.99
SO65363,12601,1/30/2020,8.99
SO65363,12601,1/30/2020,4.99
SO65363,12601,1/30/2020,7.95
SO65364,12593,1/30/2020,28.99
SO65364,12593,1/30/2020,4.99
SO65365,19489,1/30/2020,3.99
SO65365,19489,1/30/2020,34.99
SO65366,28887,1/30/2020,4.99
SO65366,28887,1/30/2020,34.99
SO65367,11566,1/30/2020,4.99
SO65367,11566,1/30/2020,34.99
SO65368,25688,1/30/2020,28.99
SO65368,25688,1/30/2020,4.99
SO65368,25688,1/30/2020,34.99
SO65369,15878,1/30/2020,21.98
SO65369,15878,1/30/2020,54.99
SO65370,15899,1/30/2020,2319.99
SO65370,15899,1/30/2020,21.98
SO65370,15899,1/30/2020,8.99
SO65371,17403,1/30/2020,2319.99
SO65371,17403,1/30/2020,2.29
SO65372,15737,1/30/2020,2294.99
SO65372,15737,1/30/2020,21.98
SO65372,15737,1/30/2020,4.99
SO65372,15737,1/30/2020,9.99
SO65372,15737,1/30/2020,2.29
SO65373,16007,1/30/2020,2294.99
SO65373,16007,1/30/2020,35.00
SO65374,15949,1/30/2020,2319.99
SO65374,15949,1/30/2020,54.99
SO65375,15044,1/30/2020,1700.99
SO65375,15044,1/30/2020,24.99
SO65375,15044,1/30/2020,3.99
SO65375,15044,1/30/2020,24.49
SO65376,21195,1/30/2020,1700.99
SO65377,21228,1/30/2020,1700.99
SO65377,21228,1/30/2020,53.99
SO65378,26162,1/30/2020,1120.49
SO65379,26167,1/30/2020,1120.49
SO65380,21561,1/30/2020,2443.35
SO65380,21561,1/30/2020,32.60
SO65380,21561,1/30/2020,3.99
SO65380,21561,1/30/2020,24.49
SO65381,14262,1/30/2020,2319.99
SO65381,14262,1/30/2020,35.00
SO65381,14262,1/30/2020,2.29
SO65382,14276,1/30/2020,2319.99
SO65382,14276,1/30/2020,9.99
SO65382,14276,1/30/2020,4.99
SO65382,14276,1/30/2020,34.99
SO65382,14276,1/30/2020,24.49
SO65383,14287,1/30/2020,2294.99
SO65383,14287,1/30/2020,54.99
SO65384,26610,1/30/2020,2384.07
SO65384,26610,1/30/2020,53.99
SO65385,26642,1/30/2020,2384.07
SO65385,26642,1/30/2020,34.99
SO65386,23382,1/30/2020,539.99
SO65386,23382,1/30/2020,21.49
SO65386,23382,1/30/2020,3.99
SO65386,23382,1/30/2020,34.99
SO65387,23399,1/30/2020,539.99
SO65387,23399,1/30/2020,21.49
SO65388,23392,1/30/2020,539.99
SO65388,23392,1/30/2020,4.99
SO65388,23392,1/30/2020,8.99
SO65389,24189,1/30/2020,1120.49
SO65389,24189,1/30/2020,53.99
SO65390,24202,1/30/2020,1120.49
SO65391,24025,1/30/2020,539.99
SO65391,24025,1/30/2020,8.99
SO65391,24025,1/30/2020,4.99
SO65391,24025,1/30/2020,24.49
SO65392,26038,1/30/2020,2384.07
SO65392,26038,1/30/2020,8.99
SO65392,26038,1/30/2020,4.99
SO65392,26038,1/30/2020,54.99
SO65392,26038,1/30/2020,49.99
SO65393,28704,1/30/2020,2384.07
SO65393,28704,1/30/2020,34.99
SO65394,12353,1/30/2020,2384.07
SO65395,12671,1/30/2020,2384.07
SO65395,12671,1/30/2020,4.99
SO65395,12671,1/30/2020,8.99
SO65395,12671,1/30/2020,34.99
SO65396,11363,1/31/2020,769.49
SO65396,11363,1/31/2020,69.99
SO65396,11363,1/31/2020,53.99
SO65397,26398,1/31/2020,1700.99
SO65397,26398,1/31/2020,8.99
SO65397,26398,1/31/2020,4.99
SO65397,26398,1/31/2020,34.99
SO65397,26398,1/31/2020,8.99
SO65398,13157,1/31/2020,24.99
SO65399,15153,1/31/2020,24.99
SO65400,18261,1/31/2020,21.98
SO65400,18261,1/31/2020,54.99
SO65401,26425,1/31/2020,69.99
SO65402,15025,1/31/2020,4.99
SO65402,15025,1/31/2020,8.99
SO65402,15025,1/31/2020,4.99
SO65402,15025,1/31/2020,34.99
SO65402,15025,1/31/2020,49.99
SO65403,14674,1/31/2020,49.99
SO65404,18147,1/31/2020,2294.99
SO65404,18147,1/31/2020,4.99
SO65404,18147,1/31/2020,9.99
SO65404,18147,1/31/2020,54.99
SO65405,22433,1/31/2020,1700.99
SO65405,22433,1/31/2020,3.99
SO65405,22433,1/31/2020,24.99
SO65405,22433,1/31/2020,34.99
SO65406,12982,1/31/2020,8.99
SO65407,29218,1/31/2020,3.99
SO65407,29218,1/31/2020,24.99
SO65407,29218,1/31/2020,8.99
SO65408,11223,1/31/2020,24.99
SO65408,11223,1/31/2020,2.29
SO65409,14332,1/31/2020,24.99
SO65410,13318,1/31/2020,28.99
SO65410,13318,1/31/2020,4.99
SO65410,13318,1/31/2020,24.49
SO65411,23030,1/31/2020,29.99
SO65412,23149,1/31/2020,29.99
SO65412,23149,1/31/2020,2.29
SO65413,19700,1/31/2020,69.99
SO65413,19700,1/31/2020,49.99
SO65414,20754,1/31/2020,8.99
SO65414,20754,1/31/2020,69.99
SO65415,18989,1/31/2020,69.99
SO65415,18989,1/31/2020,63.50
SO65416,17607,1/31/2020,4.99
SO65416,17607,1/31/2020,49.99
SO65417,15947,1/31/2020,4.99
SO65417,15947,1/31/2020,2.29
SO65418,14907,1/31/2020,4.99
SO65418,14907,1/31/2020,2.29
SO65418,14907,1/31/2020,120.00
SO65419,15745,1/31/2020,4.99
SO65419,15745,1/31/2020,34.99
SO65419,15745,1/31/2020,49.99
SO65420,15966,1/31/2020,4.99
SO65421,14250,1/31/2020,21.98
SO65421,14250,1/31/2020,8.99
SO65422,21547,1/31/2020,24.99
SO65422,21547,1/31/2020,3.99
SO65422,21547,1/31/2020,34.99
SO65422,21547,1/31/2020,8.99
SO65423,13300,1/31/2020,21.98
SO65423,13300,1/31/2020,9.99
SO65423,13300,1/31/2020,8.99
SO65423,13300,1/31/2020,4.99
SO65424,13816,1/31/2020,32.60
SO65424,13816,1/31/2020,3.99
SO65424,13816,1/31/2020,8.99
SO65425,23916,1/31/2020,3.99
SO65426,21043,1/31/2020,4.99
SO65426,21043,1/31/2020,34.99
SO65427,20810,1/31/2020,3.99
SO65427,20810,1/31/2020,2.29
SO65428,24151,1/31/2020,4.99
SO65428,24151,1/31/2020,53.99
SO65429,20964,1/31/2020,3.99
SO65429,20964,1/31/2020,34.99
SO65430,13191,1/31/2020,21.98
SO65430,13191,1/31/2020,24.49
SO65431,15739,1/31/2020,2319.99
SO65431,15739,1/31/2020,35.00
SO65431,15739,1/31/2020,2.29
SO65432,15983,1/31/2020,2294.99
SO65432,15983,1/31/2020,21.98
SO65432,15983,1/31/2020,34.99
SO65433,15944,1/31/2020,2294.99
SO65433,15944,1/31/2020,21.98
SO65433,15944,1/31/2020,9.99
SO65433,15944,1/31/2020,4.99
SO65433,15944,1/31/2020,120.00
SO65434,27159,1/31/2020,742.35
SO65434,27159,1/31/2020,4.99
SO65434,27159,1/31/2020,8.99
SO65434,27159,1/31/2020,34.99
SO65435,25619,1/31/2020,1214.85
SO65435,25619,1/31/2020,49.99
SO65435,25619,1/31/2020,8.99
SO65436,25829,1/31/2020,1120.49
SO65436,25829,1/31/2020,49.99
SO65436,25829,1/31/2020,24.49
SO65437,17911,1/31/2020,1120.49
